Cód;ME;DiCo;DiCoFre;LATITUDE;LONGITUDE
AA0001;AA00D;1602;160224;41.856748;-8.851622
AA0002;AA00M;1602;160222;41.859174;-8.827262
AA0003;AA01D;1602;;;
AA0004;AA02H;1602;160225;41.855284;-8.817304
AA0005;AA03B;1602;160225;41.84068;-8.816459
AA0006;AA03G;1602;160215;41.88285;-8.816229
AA0007;AA03T;1602;160201;41.79103;-8.84448
AA0008;AA04D;1602;160222;41.864894;-8.847261
AA0009;AA04N;1602;160201;41.799544;-8.837041
AA0010;AA04R;1609;160914;41.801651;-8.833745
AA0011;AA05D;1602;160224;41.855016;-8.846264
AA0012;AA05F;1602;;;
AA0013;AA06F;1602;160224;;
AA0014;AA08B;1602;160225;41.8372;-8.811157
AA0015;AA09B;1602;160225;41.8409;-8.816875
AA0016;AA09M;1602;;;
AA0017;AA10F;1602;160224;;
AA0018;AA10H;1602;160225;41.8601;-8.814222
AA0019;AA11M;1602;160222;41.868911;-8.837252
AA0020;AA12B;1602;160225;41.84104;-8.817124
AA0021;AA12L;1602;160218;41.88678;-8.792039
AA0022;AA12M;1602;160222;41.85883;-8.825737
AA0023;AA14M;1602;160222;41.859005;-8.82883
AA0024;AA15H;1602;160225;41.84782;-8.803048
AA0025;AA15M;1602;160222;41.861474;-8.824004
AA0026;AA18B;1602;160225;41.84097;-8.81136
AA0027;AA20B;1602;160225;41.84061;-8.816979
AA0028;AA20L;1602;;;
AA0029;AA22A;1602;160205;41.86862;-8.786026
AA0030;AA22H;1602;160217;;
AA0031;AA24A;1602;;;
AA0032;AA24B;1602;160225;41.838509;-8.818991
AA0033;AA24M;1602;160222;41.854836;-8.825615
AA0034;AA25A;1602;160205;41.86633;-8.792113
AA0035;AA26H;1602;;;
AA0036;AA27M;1602;;;
AA0037;AA28I;1602;;;
AA0038;AA29A;1602;160205;41.86611;-8.786707
AA0039;AA2AB;1602;160223;41.80745;-8.772336
AA0040;AA2AF;1602;;;
AA0041;AA31M;1602;160222;41.865821;-8.838173
AA0042;AA34B;1602;160225;41.841754;-8.81506
AA0043;AA35B;1602;160225;41.837622;-8.814602
AA0044;AA38M;1602;160222;41.868349;-8.827587
AA0045;AA39H;1602;160225;41.86075;-8.819667
AA0046;AA39M;1602;160222;;
AA0047;AA44A;1602;160205;41.86995;-8.78869
AA0048;AA45M;1602;160222;41.867791;-8.836634
AA0049;AA47H;1602;160225;41.8625;-8.815782
AA0050;AA48H;1602;160225;;
AA0051;AA49H;1602;160225;41.857344;-8.813263
AA0052;AA51H;1602;160225;41.86049;-8.806865
AA0053;AA53H;1602;160225;;
AA0054;AA5AB;1602;160217;41.81342;-8.844351
AA0055;AA66H;1602;160225;41.86093;-8.80692
AA0056;AA67H;1602;160225;41.85624;-8.810599
AA0057;AA70H;1602;;;
AA0058;AA73H;1602;;;
AA0059;AA77H;1602;160225;41.85436;-8.823324
AA0060;AA89H;1602;;;
AA0061;AA94H;1602;160225;41.85372;-8.822998
AA0062;AA97H;1602;160225;41.846699;-8.803318
AA0063;AAA00;1602;160221;41.8519;-8.743488
AA0064;AAA03;1602;;;
AA0065;AAA05;1602;160221;41.85081;-8.744619
AA0066;AAA13;1602;;;
AA0067;AAA14;1602;160221;41.827964;-8.68733
AA0068;AAA21;1602;160221;41.83273;-8.694886
AA0069;AAA25;1602;;;
AA0070;AAA27;1602;160221;41.840221;-8.705077
AA0071;AAA28;1602;;;
AA0072;AAA30;1602;160221;41.83995;-8.702539
AA0073;AAA31;1602;;;
AA0074;AAA34;1602;;;
AA0075;AAA41;1602;;;
AA0076;AAA45;1602;160221;41.84157;-8.707403
AA0077;AAA47;1602;;;
AA0078;AAA48;1602;;;
AA0079;AAA49;1602;;;
AA0080;AAA51;1602;;;
AA0081;AAA52;1602;;;
AA0082;AAA53;1602;160221;41.846;-8.712768
AA0083;AAA58;1602;;;
AA0084;AAA60;1602;160221;41.858517;-8.711487
AA0085;AAA72;1602;;;
AA0086;AAA75;1602;160201;41.801844;-8.838319
AA0087;AAA94;1602;160201;41.79443;-8.850354
AA0088;AAA95;1602;160201;41.79423;-8.85106
AA0089;AAA98;1602;160201;41.803243;-8.850574
AA0090;AAB09;1602;160201;41.79816;-8.850251
AA0091;AAB10;1602;160201;41.78996;-8.848305
AA0092;AAB14;1602;160217;;
AA0093;AAB15;1602;160201;41.80304;-8.837468
AA0094;AAB18;1602;160217;41.818256;-8.845542
AA0095;AAB27;1602;160220;41.81612;-8.838307
AA0096;AAB55;1602;160217;41.81689;-8.844164
AA0097;AAB73;1602;160217;41.817102;-8.841648
AA0098;AAB74;1602;160217;41.80573;-8.845351
AA0099;AAB85;1602;;;
AA0100;AAB94;1602;;;
AA0101;AAB95;1602;;;
AA0102;AAB99;1602;160209;41.828556;-8.762612
AA0103;AAC02;1602;160209;41.828748;-8.762098
AA0104;AAC03;1602;160209;41.82842;-8.761372
AA0105;AAC07;1602;;;
AA0106;AAC09;1602;160223;;
AA0107;AAC11;1602;160209;41.83758;-8.765369
AA0108;AAC14;1602;;;
AA0109;AAC15;1602;;;
AA0110;AAC19;1602;160209;41.837269;-8.766328
AA0111;AAC20;1602;160209;41.83563;-8.764827
AA0112;AAC27;1602;160209;41.841279;-8.771624
AA0113;AAC31;1602;160209;41.840725;-8.772978
AA0114;AAC54;1602;160209;41.843982;-8.765294
AA0115;AAC56;1602;160209;41.84405;-8.768402
AA0116;AAC58;1602;160209;41.844552;-8.768191
AA0117;AAC60;1602;160209;41.8452;-8.765992
AA0118;AAC61;1602;;;
AA0119;AAC66;1602;;;
AA0120;AAC70;1602;160223;41.81871;-8.77889
AA0121;AAC73;1602;160223;41.81761;-8.778285
AA0122;AAC77;1602;;;
AA0123;AAC81;1602;;;
AA0124;AAC85;1602;;;
AA0125;AAC89;1602;160223;41.823156;-8.778936
AA0126;AAC91;1602;160223;41.823558;-8.777497
AA0127;AAC92;1602;160223;;
AA0128;AAC93;1602;;;
AA0129;AAC95;1602;;;
AA0130;AAC96;1602;;;
AA0131;AAC97;1602;160223;41.824735;-8.779752
AA0132;AAC98;1602;160223;41.82324;-8.778064
AA0133;AAC99;1602;;;
AA0134;AAD02;1602;160223;41.824539;-8.778768
AA0135;AAD03;1602;160223;41.820091;-8.77479
AA0136;AAD04;1602;160223;41.816985;-8.771921
AA0137;AAD05;1602;160223;41.819244;-8.774356
AA0138;AAD07;1602;160223;41.821002;-8.773875
AA0139;AAD10;1602;;;
AA0140;AAD13;1602;160223;41.819398;-8.773422
AA0141;AAD15;1602;160223;41.819226;-8.770174
AA0142;AAD20;1602;160223;41.817243;-8.774985
AA0143;AAD22;1602;160223;41.81196;-8.771956
AA0144;AAD23;1602;160223;41.81135;-8.77166
AA0145;AAD24;1602;160223;41.80203;-8.768699
AA0146;AAD30;1602;160223;41.803162;-8.766341
AA0147;AAD32;1602;160223;41.80105;-8.786707
AA0148;AAD36;1602;160223;41.80379;-8.773389
AA0149;AAD41;1602;160223;41.802337;-8.768163
AA0150;AAD43;1602;160223;41.809131;-8.776211
AA0151;AAD45;1602;160223;41.801858;-8.776267
AA0152;AAD46;1602;160223;41.80353;-8.772532
AA0153;AAD53;1602;;;
AA0154;AAD60;1602;160223;41.8018;-8.773072
AA0155;AAD61;1602;160223;41.80363;-8.76201
AA0156;AAD63;1602;160223;41.80778;-8.773855
AA0157;AAD64;1602;160214;41.80763;-8.832711
AA0158;AAD72;1602;160214;41.816051;-8.794676
AA0159;AAD75;1602;;;
AA0160;AAD78;1602;160214;41.81751;-8.79732
AA0161;AAD82;1602;160214;41.81389;-8.795973
AA0162;AAD84;1602;;;
AA0163;AAD86;1602;160214;41.804437;-8.812657
AA0164;AAD88;1602;160214;41.80304;-8.813373
AA0165;AAD96;1602;160214;41.805594;-8.817231
AA0166;AAD98;1602;160214;41.804905;-8.814686
AA0167;AAE05;1602;160214;41.806038;-8.833884
AA0168;AAE06;1602;160214;41.80725;-8.835026
AA0169;AAE08;1602;160214;41.80283;-8.810427
AA0170;AAE15;1602;160214;41.81244;-8.813215
AA0171;AAE18;1602;160214;41.815755;-8.816894
AA0172;AAE20;1602;160214;41.815337;-8.81589
AA0173;AAE23;1602;160214;41.804223;-8.811845
AA0174;AAE25;1602;160214;;
AA0175;AAE30;1602;160214;41.81485;-8.816929
AA0176;AAE33;1602;160214;41.809616;-8.825634
AA0177;AAE36;1602;160214;41.80855;-8.823643
AA0178;AAE40;1602;160214;41.80444;-8.813324
AA0179;AAE43;1602;160214;41.815433;-8.817732
AA0180;AAE49;1602;;;
AA0181;AAE51;1602;160214;41.80729;-8.835587
AA0182;AAE73;1602;160201;41.79523;-8.841537
AA0183;AAE77;1602;160220;41.81289;-8.833327
AA0184;AAE79;1602;160220;41.81685;-8.836801
AA0185;AAE80;1602;160220;41.808243;-8.840132
AA0186;AAE85;1602;;;
AA0187;AAE89;1602;160214;41.812677;-8.822739
AA0188;AAE90;1602;160214;41.809417;-8.8267
AA0189;AAE91;1602;160214;41.80478;-8.838234
AA0190;AAE94;1602;160221;;
AA0191;AAF00;1602;160214;41.80968;-8.824042
AA0192;AAF03;1602;160217;41.818265;-8.84064
AA0193;AAF12;1602;160214;41.80264;-8.812414
AA0194;AAF40;1602;160201;41.80259;-8.83783
AA0195;AAF57;1602;;;
AA0196;AAF63;1602;160223;41.81963;-8.774891
AA0197;AAF65;1602;160223;41.819941;-8.77381
AA0198;AAF72;1602;160223;41.81887;-8.781134
AA0199;AAF73;1602;160223;41.80083;-8.767036
AA0200;AAF79;1602;160221;;
AA0201;AAF80;1602;;;
AA0202;AAF91;1602;160214;;
AA0203;AAF97;1602;160223;41.810271;-8.777287
AA0204;AAF99;1602;160223;41.817345;-8.778729
AA0205;AAG03;1602;160214;41.8077;-8.815213
AA0206;AAG88;1602;;;
AA0207;AAG91;1602;160214;41.80505;-8.833389
AA0208;AAG94;1602;160220;41.81348;-8.835705
AA0209;AAG95;1602;160201;41.790626;-8.848155
AA0210;AAG98;1602;160217;41.815371;-8.84544
AB0001;AB0AD;1610;161013;41.90301;-8.748771
AB0002;AB1AA;1610;161016;41.97763;-8.683777
AB0003;AB1AB;1610;161004;41.886635;-8.702538
AB0004;AB1AC;1610;161007;41.92176;-8.741952
AB0005;AB2AD;1610;161004;41.88664;-8.701146
AB0006;AB2AE;1610;161018;41.954615;-8.694898
AB0007;AB2AF;1610;161004;41.883784;-8.705985
AB0008;AB3AB;1610;161016;41.975989;-8.679176
AB0009;AB4AB;1610;161004;41.87526;-8.68708
AB0010;AB6AA;1610;161009;41.90092;-8.67078
AB0011;ABA25;1610;161006;;
AB0012;ABA31;1610;161016;41.966233;-8.69512
AB0013;ABA36;1610;161006;41.915465;-8.769947
AB0014;ABA46;1610;161006;41.91605;-8.770275
AB0015;ABA69;1610;161016;41.98476;-8.685207
AB0016;ABA77;1610;161016;41.98049;-8.681293
AB0017;ABB00;1610;161018;41.9676;-8.723135
AB0018;ABB13;1610;;;
AB0019;ABB16;1610;161018;41.955686;-8.71701
AB0020;ABB25;1610;;;
AB0021;ABB68;1610;161019;41.939065;-8.723322
AB0022;ABB79;1610;161012;41.90915;-8.647623
AB0023;ABB85;1610;161012;;
AB0024;ABB92;1610;;;
AB0025;ABB93;1610;;;
AB0026;ABB94;1610;;;
AB0027;ABC06;1610;;;
AB0028;ABC09;1610;161012;41.915691;-8.654543
AB0029;ABC10;1610;161012;41.910429;-8.648579
AB0030;ABC35;1610;161017;41.90755;-8.676681
AB0031;ABC55;1610;;;
AB0032;ABC76;1610;161009;41.901649;-8.663879
AB0033;ABC78;1610;161009;41.891872;-8.667495
AB0034;ABC81;1610;161009;41.88676;-8.664877
AB0035;ABC94;1610;161009;;
AB0036;ABC96;1610;161009;41.892085;-8.664067
AB0037;ABD10;1610;;;
AB0038;ABD20;1610;;;
AB0039;ABD25;1610;161017;41.911225;-8.686071
AB0040;ABD49;1610;161004;;
AB0041;ABD63;1610;161004;41.883976;-8.707034
AB0042;ABD94;1610;161004;41.860688;-8.67848
AB0043;ABE05;1610;161004;;
AB0044;ABE08;1610;161004;41.87051;-8.694222
AB0045;ABE76;1610;;;
AB0046;ABE82;1610;161013;;
AB0047;ABE84;1610;161013;41.90243;-8.746251
AB0048;ABE94;1610;161013;41.901571;-8.742137
AB0049;ABE98;1610;161013;41.90225;-8.739771
AB0050;ABF31;1610;161017;41.926585;-8.688766
AB0051;ABF37;1610;161017;41.92128;-8.685743
AB0052;ABF38;1610;161018;41.95386;-8.719967
AB0053;ABF42;1610;;;
AB0054;ABF59;1610;161006;41.91703;-8.745721
AB0055;ABF76;1610;161006;41.916074;-8.769969
AB0056;ABF85;1610;161006;;
AB0057;ABG19;1610;161019;41.95467;-8.736254
AB0058;ABG22;1610;161018;41.964219;-8.723858
AB0059;ABG26;1610;161016;41.97526;-8.712397
AB0060;ABG28;1610;;;
AB0061;ABG30;1610;161018;41.96559;-8.693707
AB0062;ABG32;1610;161016;41.96749;-8.695848
AB0063;ABG34;1610;161016;41.96888;-8.704985
AB0064;ABG36;1610;;;
AB0065;ABG42;1610;;;
AB0066;ABG46;1610;161004;41.880441;-8.701533
AB0067;ABG47;1610;161003;41.9509;-8.682177
AB0068;ABG59;1610;161003;41.961705;-8.679449
AB0069;ABH00;1610;161003;;
AB0070;ABH04;1610;161003;41.94559;-8.685888
AB0071;ABH06;1610;;;
AB0072;ABH36;1610;161018;41.958172;-8.722555
AB0073;ABH41;1610;;;
AB0074;ABH54;1610;161013;41.907588;-8.731506
AB0075;ABH58;1610;161016;41.98184;-8.689097
AB0076;ABH59;1610;161016;41.982474;-8.686117
AB0077;ABH65;1610;161004;41.882674;-8.696453
AB0078;ABH89;1610;161006;41.91631;-8.750726
AB0079;ABH91;1610;161006;41.918323;-8.740863
AB0080;ABJ01;1610;161017;41.94402;-8.701353
AB0081;ABJ35;1610;161003;41.947112;-8.685452
AB0082;ABJ73;1610;;;
AB0083;ABL20;1610;161004;41.886723;-8.700294
AB0084;ABL29;1610;;;
AB0085;ABL35;1610;161012;;
AB0086;ABL43;1610;161017;41.92699;-8.689673
AB0087;ABL49;1610;161003;41.94597;-8.674339
AB0088;ABL64;1610;161006;41.914036;-8.75785
AB0089;ABL66;1610;161009;41.90046;-8.671099
AB0090;ABL69;1610;161006;41.91578;-8.770561
AB0091;ABL78;1610;;;
AB0092;ABL97;1610;;;
AB0093;ABL99;1610;;;
AB0094;ABM18;1610;161016;41.98421;-8.680184
AB0095;ABM25;1610;161004;41.860601;-8.67839
AB0096;ABM29;1610;;;
AB0097;ABM33;1610;161019;41.952561;-8.735686
AB0098;ABM35;1610;161018;;
AB0099;ABM37;1610;161016;41.97277;-8.715171
AB0100;ABM38;1610;161017;41.929011;-8.689726
AB0101;ABM39;1610;161017;41.9433;-8.696544
AB0102;ABM41;1610;161013;41.903485;-8.744553
AB0103;ABM43;1610;161006;41.922217;-8.757742
AB0104;ABM44;1610;;;
AB0105;ABM50;1610;161018;41.956911;-8.693175
AB0106;ABM52;1610;161009;41.898298;-8.670695
AB0107;ABM54;1610;161006;41.914788;-8.743531
AB0108;ABM57;1610;161018;41.954106;-8.728458
AB0109;ABM58;1610;161009;41.905236;-8.672319
AB0110;ABM62;1610;161013;41.901183;-8.74474
AB0111;ABM64;1610;161004;41.858523;-8.677098
AB0112;ABM80;1610;161009;41.886893;-8.662158
AB0113;ABM85;1610;161013;41.901894;-8.742213
AB0114;ABM91;1610;161004;41.87525;-8.67397
AB0115;ABV81;1610;161007;41.93024;-8.726318
AC0001;AC17K;1608;160818;;
AC0002;AC19K;1608;160803;41.97985;-8.609984
AC0003;AC1AC;1608;160803;41.972217;-8.615546
AC0004;AC20K;1608;160816;42.05104;-8.602826
AC0005;AC22K;1608;160817;42.02072;-8.60818
AC0006;AC23K;1608;160817;42.02172;-8.609225
AC0007;AC28K;1608;160817;41.98516;-8.580289
AC0008;AC2AC;1608;160818;42.02223;-8.570516
AC0009;AC37K;1608;160808;42.03042;-8.622209
AC0010;AC38K;1608;160808;42.04193;-8.627572
AC0011;AC39K;1608;;;
AC0012;AC3AE;1608;160817;42.01327;-8.616345
AC0013;AC40K;1608;160805;41.95803;-8.645206
AC0014;AC43K;1608;160819;41.942009;-8.65728
AC0015;AC46K;1608;;;
AC0016;AC51A;1608;160819;41.96414;-8.659339
AC0017;AC52K;1608;160808;42.03122;-8.61963
AC0018;AC57A;1608;160803;41.992092;-8.609583
AC0019;AC7AD;1608;160802;42.008577;-8.534901
AC0020;AC8AC;1608;160803;41.966065;-8.583387
AC0021;ACA34;1608;;;
AC0022;ACA36;1608;160802;42.02391;-8.532059
AC0023;ACA39;1608;160802;42.024404;-8.532045
AC0024;ACA40;1608;160802;42.02452;-8.533991
AC0025;ACA47;1608;160818;42.03498;-8.550558
AC0026;ACA51;1608;160818;42.028138;-8.540708
AC0027;ACA80;1608;160818;;
AC0028;ACA83;1608;160818;;
AC0029;ACA91;1608;;;
AC0030;ACA92;1608;;;
AC0031;ACB08;1608;160816;;
AC0032;ACB29;1608;160818;42.019139;-8.582459
AC0033;ACB32;1608;160818;;
AC0034;ACB34;1608;160818;42.022991;-8.578408
AC0035;ACB38;1608;160818;42.028494;-8.570927
AC0036;ACB62;1608;160817;;
AC0037;ACB68;1608;;;
AC0038;ACB93;1608;160817;42.02058;-8.614244
AC0039;ACC14;1608;160819;;
AC0040;ACC18;1608;160820;42.019659;-8.631266
AC0041;ACC47;1608;160817;41.9909;-8.586125
AC0042;ACC48;1608;160817;;
AC0043;ACC51;1608;160817;41.99331;-8.588792
AC0044;ACC52;1608;160817;;
AC0045;ACC54;1608;160817;41.997535;-8.594344
AC0046;ACC59;1608;160817;41.99844;-8.58999
AC0047;ACC61;1608;160817;41.997299;-8.59409
AC0048;ACC77;1608;160820;42.00757;-8.644533
AC0049;ACC87;1608;160820;42.01336;-8.654816
AC0050;ACC99;1608;160803;41.964368;-8.613523
AC0051;ACD10;1608;160803;41.9759;-8.616012
AC0052;ACD22;1608;160803;41.98058;-8.600502
AC0053;ACD24;1608;;;
AC0054;ACD31;1608;;;
AC0055;ACD39;1608;160803;41.97881;-8.611138
AC0056;ACD45;1608;160803;41.977058;-8.608133
AC0057;ACD46;1608;160803;41.97603;-8.617509
AC0058;ACD48;1608;160803;41.973496;-8.613572
AC0059;ACD49;1608;;;
AC0060;ACD52;1608;160803;41.98976;-8.616465
AC0061;ACD80;1608;;;
AC0062;ACD87;1608;;;
AC0063;ACD93;1608;160803;41.96907;-8.628617
AC0064;ACD96;1608;160803;41.97725;-8.632983
AC0065;ACE02;1608;;;
AC0066;ACE08;1608;;;
AC0067;ACE28;1608;;;
AC0068;ACE37;1608;160803;41.95899;-8.589136
AC0069;ACE40;1608;160803;41.98274;-8.605789
AC0070;ACE43;1608;160803;41.99181;-8.609487
AC0071;ACE44;1608;160803;41.98503;-8.607162
AC0072;ACE47;1608;160803;41.967748;-8.585936
AC0073;ACE51;1608;160803;;
AC0074;ACE52;1608;160803;41.966155;-8.582339
AC0075;ACE54;1608;160803;41.965451;-8.580308
AC0076;ACE55;1608;160803;41.96359;-8.583517
AC0077;ACE57;1608;;;
AC0078;ACE60;1608;160817;41.980282;-8.565837
AC0079;ACE63;1608;160805;41.955508;-8.642196
AC0080;ACE64;1608;160805;41.94734;-8.647804
AC0081;ACE65;1608;160805;;
AC0082;ACE84;1608;160805;41.94564;-8.64201
AC0083;ACE98;1608;160805;41.95722;-8.624022
AC0084;ACF00;1608;160805;41.951362;-8.643743
AC0085;ACF10;1608;160805;;
AC0086;ACF24;1608;;;
AC0087;ACF31;1608;;;
AC0088;ACF43;1608;160819;41.947602;-8.653076
AC0089;ACF46;1608;160819;41.94176;-8.647679
AC0090;ACF47;1608;;;
AC0091;ACF56;1608;160819;41.94751;-8.662823
AC0092;ACF59;1608;160805;41.95573;-8.636797
AC0093;ACF61;1608;160805;41.955937;-8.642739
AC0094;ACF65;1608;160805;41.9561;-8.646183
AC0095;ACF67;1608;;;
AC0096;ACF74;1608;160805;41.95699;-8.645362
AC0097;ACF75;1608;160805;41.96201;-8.641896
AC0098;ACF81;1608;160819;41.96099;-8.657094
AC0099;ACF86;1608;;;
AC0100;ACF88;1608;160819;41.96259;-8.657579
AC0101;ACF93;1608;;;
AC0102;ACG07;1608;160819;41.9604;-8.662832
AC0103;ACG35;1608;160819;41.93745;-8.646636
AC0104;ACG39;1608;160812;41.99512;-8.663374
AC0105;ACG41;1608;160812;41.990321;-8.669106
AC0106;ACG54;1608;160803;41.975481;-8.623335
AC0107;ACG58;1610;;;
AC0108;ACG62;1610;161003;41.95698;-8.686715
AC0109;ACG66;1608;160820;42.009573;-8.643891
AC0110;ACG74;1608;160819;41.94954;-8.66187
AC0111;ACG80;1608;160819;41.9511;-8.649957
AC0112;ACG87;1608;160819;41.957301;-8.663841
AC0113;ACH02;1608;160805;;
AC0114;ACH06;1608;160803;41.976411;-8.613191
AC0115;ACH29;1608;160805;41.961441;-8.646299
AC0116;ACH34;1608;160817;42.015054;-8.624853
AC0117;ACH41;1608;;;
AC0118;ACH44;1608;160819;;
AC0119;ACH45;1608;160803;41.974725;-8.614793
AC0120;ACH48;1608;160805;;
AC0121;ACH69;1608;160805;41.95825;-8.646553
AC0122;ACH80;1608;160805;41.9601;-8.631765
AC0123;ACH82;1608;160817;41.98695;-8.586146
AC0124;ACH86;1608;;;
AC0125;ACJ11;1608;160817;41.99747;-8.593266
AC0126;ACJ54;1608;160803;41.986654;-8.60926
AC0127;ACJ57;1608;160805;41.9478;-8.64046
AC0128;ACL01;1608;160805;41.965;-8.635211
AC0129;ACL10;1608;160803;41.98316;-8.601143
AC0130;ACL13;1608;160817;42.01046;-8.591867
AC0131;ACL19;1608;160805;41.95868;-8.626611
AC0132;ACL20;1608;160808;42.03312;-8.627331
AC0133;ACL24;1608;160805;;
AC0134;ACL30;1608;160805;41.95621;-8.626604
AC0135;ACL31;1608;160816;42.042104;-8.591472
AC0136;ACL32;1608;160805;41.95652;-8.626083
AC0137;ACL33;1608;160808;42.043075;-8.613388
AC0138;ACL34;1608;160820;42.008091;-8.640379
AC0139;ACL41;1608;160819;41.9509;-8.662409
AC0140;ACL43;1608;160808;42.04602;-8.618597
AC0141;ACL61;1608;160820;42.00858;-8.642021
AC0142;ACL63;1608;160819;41.945024;-8.660812
AC0143;ACL65;1608;160820;42.03944;-8.631708
AC0144;ACL87;1608;160805;41.96154;-8.632718
AD0001;AD01D;1604;160440;42.05824;-8.529338
AD0002;AD01L;1604;160415;42.03542;-8.38977
AD0003;AD05A;1604;160424;42.032554;-8.328601
AD0004;AD08A;1604;160424;42.02994;-8.310538
AD0005;AD09A;1604;160424;42.02866;-8.307911
AD0006;AD0A1;1604;160428;;
AD0007;AD0A3;1604;160428;42.000033;-8.348742
AD0008;AD0A5;1604;160428;42.002694;-8.349747
AD0009;AD0A6;1604;160428;41.998941;-8.355551
AD0010;AD0A7;1604;160428;;
AD0011;AD0AB;1604;160435;42.06518;-8.376067
AD0012;AD0B1;1604;;;
AD0013;AD0B3;1604;160424;42.03706;-8.324111
AD0014;AD0C0;1604;160418;42.025996;-8.486402
AD0015;AD0C9;1604;160420;42.02957;-8.496797
AD0016;AD0D4;1604;;;
AD0017;AD0D9;1604;160424;;
AD0018;AD10C;1604;;;
AD0019;AD10H;1604;160407;;
AD0020;AD10J;1604;160437;42.08129;-8.35573
AD0021;AD10N;1604;160415;41.98527;-8.361064
AD0022;AD11B;1604;160415;42.009425;-8.399475
AD0023;AD11D;1604;160404;42.05766;-8.402955
AD0024;AD11E;1604;160431;42.008791;-8.442759
AD0025;AD11F;1604;160428;42.0312;-8.363659
AD0026;AD11G;1604;160406;42.065589;-8.422792
AD0027;AD12A;1604;160415;42.010807;-8.40193
AD0028;AD12E;1604;160438;42.07961;-8.487576
AD0029;AD12Z;1604;160424;42.03012;-8.333594
AD0030;AD13D;1604;160434;41.981552;-8.42054
AD0031;AD13P;1604;160411;42.054432;-8.434811
AD0032;AD13S;1604;160415;;
AD0033;AD14B;1604;160404;42.06592;-8.420813
AD0034;AD14S;1604;160401;41.98825;-8.503878
AD0035;AD15B;1604;160405;42.00248;-8.490731
AD0036;AD15E;1604;160438;42.070236;-8.446522
AD0037;AD15F;1603;160308;42.00708;-8.285639
AD0038;AD15H;1604;160411;42.046102;-8.407941
AD0039;AD15N;1604;160424;42.03021;-8.310777
AD0040;AD15S;1604;160436;42.0487;-8.492911
AD0041;AD16H;1604;160422;42.03147;-8.382678
AD0042;AD16R;1604;160428;42.03281;-8.360419
AD0043;AD17E;1604;160436;42.04333;-8.488333
AD0044;AD18A;1604;160424;42.02906;-8.308481
AD0045;AD18L;1604;160428;42.00908;-8.324277
AD0046;AD19A;1604;160424;42.02819;-8.308029
AD0047;AD1A6;1604;160428;42.001884;-8.344905
AD0048;AD1A7;1604;160428;41.99895;-8.349662
AD0049;AD1AB;1604;160428;42.025153;-8.341511
AD0050;AD1AE;1604;160424;42.00597;-8.293216
AD0051;AD1B9;1604;160431;42.007548;-8.471493
AD0052;AD1C0;1604;160407;42.03037;-8.47986
AD0053;AD1C5;1604;;;
AD0054;AD1C6;1604;160418;42.019184;-8.486467
AD0055;AD1E2;1604;160428;42.02387;-8.336896
AD0056;AD1L1;1604;160428;42.02289;-8.361376
AD0057;AD27A;1604;160434;41.99316;-8.452181
AD0058;AD29A;1604;160415;42.02339;-8.409769
AD0059;AD29N;1604;160420;42.00834;-8.500811
AD0060;AD2A5;1604;160428;42.004691;-8.34774
AD0061;AD2AB;1604;160407;42.03409;-8.477543
AD0062;AD2AE;1604;160434;41.993824;-8.433485
AD0063;AD2B6;1604;160431;42.009047;-8.471669
AD0064;AD2B9;1604;160431;42.00713;-8.471339
AD0065;AD2C0;1604;160418;42.029977;-8.496023
AD0066;AD2C5;1604;;;
AD0067;AD2E4;1604;;;
AD0068;AD31A;1604;160428;42.013386;-8.379597
AD0069;AD31B;1604;160405;41.99937;-8.497879
AD0070;AD34A;1604;;;
AD0071;AD34S;1604;160420;;
AD0072;AD35B;1604;160404;42.06245;-8.39416
AD0073;AD36B;1604;160439;42.023964;-8.465147
AD0074;AD37T;1604;160437;42.08355;-8.354649
AD0075;AD38A;1604;;;
AD0076;AD38L;1604;160411;42.04191;-8.439843
AD0077;AD3A0;1604;;;
AD0078;AD3A9;1604;160440;42.05663;-8.518871
AD0079;AD3AD;1604;160420;42.02018;-8.501598
AD0080;AD3AH;1604;160439;42.019957;-8.46496
AD0081;AD3B1;1604;;;
AD0082;AD3B3;1604;;;
AD0083;AD3C6;1604;160418;42.020825;-8.478119
AD0084;AD42B;1604;160434;41.98526;-8.41512
AD0085;AD45A;1604;160407;42.037358;-8.477442
AD0086;AD46A;1604;160410;42.038522;-8.529865
AD0087;AD4A9;1604;;;
AD0088;AD4B4;1604;;;
AD0089;AD4B5;1604;;;
AD0090;AD4C4;1604;160439;42.02183;-8.452126
AD0091;AD4C8;1604;;;
AD0092;AD4C9;1604;160439;42.02191;-8.463154
AD0093;AD58S;1604;160424;42.047766;-8.339639
AD0094;AD5AG;1604;160436;42.0635;-8.494263
AD0095;AD5AH;1604;160439;42.017939;-8.447211
AD0096;AD5B8;1604;;;
AD0097;AD5C5;1604;160439;42.01967;-8.464351
AD0098;AD5C9;1604;160439;42.01881;-8.466467
AD0099;AD5M6;1604;;;
AD0100;AD5R1;1604;160437;;
AD0101;AD61L;1604;160415;42.020692;-8.396101
AD0102;AD63S;1604;160424;42.027387;-8.304738
AD0103;AD64A;1604;160435;42.05704;-8.38074
AD0104;AD64S;1604;;;
AD0105;AD66S;1604;160424;42.02732;-8.333181
AD0106;AD67S;1604;160436;;
AD0107;AD6A3;1604;160438;;
AD0108;AD6C1;1604;160439;42.01851;-8.455977
