Cód;ME;DiCo;DiCoFre;LATITUDE;LONGITUDE
AD0109;AD6C5;1604;;;
AD0110;AD6C7;1604;160420;42.018729;-8.508357
AD0111;AD6M8;1604;160424;42.029115;-8.31029
AD0112;AD6M9;1604;160424;42.034151;-8.333751
AD0113;AD73S;1604;160439;42.032222;-8.461637
AD0114;AD76S;1604;160424;42.041256;-8.321132
AD0115;AD77S;1604;160424;42.02992;-8.310764
AD0116;AD77T;1604;160438;42.07872;-8.489407
AD0117;AD7AG;1604;160434;41.99967;-8.425127
AD0118;AD7B2;1604;160437;42.076589;-8.358796
AD0119;AD7C8;1604;160420;42.01445;-8.50239
AD0120;AD7M4;1604;160424;42.02924;-8.308533
AD0121;AD7M7;1604;160424;42.030391;-8.310059
AD0122;AD81A;1604;160424;42.04328;-8.332505
AD0123;AD81N;1604;;;
AD0124;AD84N;1604;;;
AD0125;AD86A;1604;160437;42.074349;-8.355662
AD0126;AD87A;1604;160415;41.98688;-8.383414
AD0127;AD8A1;1604;160431;;
AD0128;AD8A2;1604;160431;42.006816;-8.473568
AD0129;AD8AF;1604;160423;41.9863;-8.483962
AD0130;AD8B7;1604;;;
AD0131;AD8C3;1604;160421;42.04091;-8.499188
AD0132;AD91S;1604;160428;42.001001;-8.348486
AD0133;AD92N;1604;;;
AD0134;AD94T;1604;160415;42.02423;-8.403617
AD0135;AD97A;1604;;;
AD0136;AD9A1;1604;160431;42.00562;-8.471636
AD0137;AD9A2;1604;;;
AD0138;AD9AB;1604;160437;42.072904;-8.350293
AD0139;AD9AC;1604;160404;42.067513;-8.405937
AD0140;AD9AE;1604;160420;42.02847;-8.512016
AD0141;AD9AF;1604;160436;42.067378;-8.51128
AD0142;AD9AL;1604;;;
AD0143;AD9B0;1604;160418;42.017521;-8.482873
AD0144;AD9B2;1604;160418;42.017249;-8.484934
AD0145;AD9C1;1604;;;
AD0146;AD9C2;1604;160424;42.02644;-8.338629
AD0147;AD9C3;1604;;;
AD0148;ADA02;1604;160401;41.98827;-8.506431
AD0149;ADA04;1604;160401;41.987025;-8.511708
AD0150;ADA06;1604;;;
AD0151;ADA13;1604;160401;41.982174;-8.5245
AD0152;ADA19;1604;160401;41.98784;-8.511627
AD0153;ADA23;1604;160401;41.98882;-8.499805
AD0154;ADA27;1604;160401;;
AD0155;ADA37;1604;;;
AD0156;ADA39;1604;;;
AD0157;ADA47;1604;;;
AD0158;ADA51;1604;;;
AD0159;ADA64;1603;160304;42.04776;-8.32047
AD0160;ADA68;1604;;;
AD0161;ADA69;1604;160434;41.99156;-8.4325
AD0162;ADA73;1604;160434;41.996892;-8.436931
AD0163;ADA79;1604;160434;41.99449;-8.432194
AD0164;ADA83;1604;160434;41.993206;-8.432513
AD0165;ADA84;1604;160434;41.99232;-8.431416
AD0166;ADA92;1604;;;
AD0167;ADA93;1604;160434;41.996527;-8.437338
AD0168;ADA95;1604;160434;41.99241;-8.443435
AD0169;ADB01;1604;160434;;
AD0170;ADB03;1604;;;
AD0171;ADB10;1604;;;
AD0172;ADB16;1604;;;
AD0173;ADB18;1604;;;
AD0174;ADB20;1604;160434;41.99451;-8.433402
AD0175;ADB21;1604;160434;41.99486;-8.42442
AD0176;ADB23;1604;160434;41.9943;-8.440084
AD0177;ADB42;1604;160435;42.05884;-8.358308
AD0178;ADB48;1604;160439;42.031638;-8.461361
AD0179;ADB49;1604;160435;42.0547;-8.375799
AD0180;ADB54;1604;;;
AD0181;ADB61;1604;160435;42.05514;-8.343496
AD0182;ADB65;1604;160428;41.994408;-8.351903
AD0183;ADB75;1604;160415;42.03775;-8.394329
AD0184;ADB80;1604;160428;42.01953;-8.373876
AD0185;ADB89;1604;160406;42.063632;-8.420741
AD0186;ADC06;1604;160404;42.065539;-8.407519
AD0187;ADC07;1604;160404;42.05981;-8.39354
AD0188;ADC10;1604;;;
AD0189;ADC12;1604;;;
AD0190;ADC15;1604;;;
AD0191;ADC17;1604;160404;42.07675;-8.39945
AD0192;ADC25;1604;160436;42.07266;-8.489297
AD0193;ADC41;1604;;;
AD0194;ADC43;1604;;;
AD0195;ADC53;1604;160404;42.04851;-8.401542
AD0196;ADC54;1604;160404;42.04718;-8.399384
AD0197;ADC61;1604;160404;42.045072;-8.400512
AD0198;ADC63;1604;160404;42.04693;-8.399904
AD0199;ADC67;1604;160404;42.053778;-8.392804
AD0200;ADC71;1604;;;
AD0201;ADC75;1604;160404;42.046868;-8.401132
AD0202;ADC81;1604;;;
AD0203;ADC86;1604;160405;41.99871;-8.495968
AD0204;ADC90;1604;;;
AD0205;ADC91;1604;;;
AD0206;ADC95;1604;160405;41.9971;-8.499914
AD0207;ADC99;1604;160411;42.04146;-8.418902
AD0208;ADD20;1604;160405;;
AD0209;ADD34;1604;160405;;
AD0210;ADD36;1604;160439;42.01972;-8.454987
AD0211;ADD47;1604;160406;42.06009;-8.420864
AD0212;ADD57;1604;160406;42.06728;-8.431975
AD0213;ADD58;1604;160406;42.06184;-8.422326
AD0214;ADD65;1604;160404;42.0657;-8.417166
AD0215;ADD73;1604;;;
AD0216;ADD89;1604;160434;41.99551;-8.444128
AD0217;ADE15;1604;;;
AD0218;ADE20;1604;;;
AD0219;ADE31;1604;160407;42.03109;-8.475577
AD0220;ADE32;1604;;;
AD0221;ADE46;1604;;;
AD0222;ADE72;1604;160411;42.056227;-8.439932
AD0223;ADF06;1604;160415;42.039355;-8.396144
AD0224;ADF11;1604;160424;42.029112;-8.308629
AD0225;ADF17;1604;;;
AD0226;ADF24;1604;160415;42.012308;-8.386325
AD0227;ADF26;1604;160410;42.032021;-8.534848
AD0228;ADF32;1604;160410;42.03294;-8.532708
AD0229;ADF45;1604;160410;42.034821;-8.53513
AD0230;ADF47;1604;160410;42.033343;-8.534253
AD0231;ADF53;1604;;;
AD0232;ADF61;1604;;;
AD0233;ADF64;1604;160411;42.043774;-8.441628
AD0234;ADF68;1604;160411;42.050672;-8.433965
AD0235;ADF69;1604;160411;42.04856;-8.452903
AD0236;ADF76;1604;;;
AD0237;ADF79;1604;160411;42.053835;-8.435899
AD0238;ADF84;1604;160411;42.048878;-8.43504
AD0239;ADF85;1604;;;
AD0240;ADF88;1604;160411;42.047267;-8.444297
AD0241;ADF89;1604;;;
AD0242;ADF93;1604;160411;42.050407;-8.450783
AD0243;ADG07;1604;160406;42.061294;-8.424677
AD0244;ADG13;1604;160424;42.030744;-8.309636
AD0245;ADG18;1604;160411;;
AD0246;ADG19;1604;160411;42.04719;-8.45671
AD0247;ADG22;1604;;;
AD0248;ADG23;1604;160411;42.033273;-8.436001
AD0249;ADG27;1604;;;
AD0250;ADG33;1604;;;
AD0251;ADG37;1604;160411;42.05762;-8.445399
AD0252;ADG43;1604;160439;42.02041;-8.464954
AD0253;ADG47;1604;;;
AD0254;ADG51;1604;160411;42.053973;-8.435617
AD0255;ADG52;1604;160411;42.05403;-8.427645
AD0256;ADG53;1604;;;
AD0257;ADG71;1604;160411;42.054871;-8.438028
AD0258;ADG80;1604;160411;42.055653;-8.451267
AD0259;ADG93;1604;160415;42.026696;-8.406188
AD0260;ADH00;1604;;;
AD0261;ADH01;1604;160411;42.046922;-8.411029
AD0262;ADH02;1604;160411;42.048992;-8.41094
AD0263;ADH06;1604;160439;;
AD0264;ADH10;1604;160434;;
AD0265;ADH14;1604;160439;42.02261;-8.458981
AD0266;ADH15;1604;160439;42.021;-8.451574
AD0267;ADH16;1604;160439;;
AD0268;ADH20;1604;160439;42.01848;-8.441612
AD0269;ADH21;1604;160439;;
AD0270;ADH22;1604;;;
AD0271;ADH25;1604;160439;42.020546;-8.453431
AD0272;ADH26;1604;160439;42.016123;-8.449477
AD0273;ADH27;1604;160439;42.01922;-8.447174
AD0274;ADH34;1604;160407;42.03588;-8.480881
AD0275;ADH36;1604;;;
AD0276;ADH39;1604;;;
AD0277;ADH40;1604;;;
AD0278;ADH51;1604;;;
AD0279;ADH61;1604;160434;41.98796;-8.461012
AD0280;ADH65;1604;160434;41.983652;-8.4577
AD0281;ADH68;1604;;;
AD0282;ADH74;1604;160434;41.991615;-8.455681
AD0283;ADH81;1604;160437;42.08418;-8.352666
AD0284;ADH87;1604;;;
AD0285;ADH91;1604;160434;41.99497;-8.456314
AD0286;ADJ06;1604;160415;42.02905;-8.412483
AD0287;ADJ08;1604;160436;42.04731;-8.500316
AD0288;ADJ14;1604;160428;42.013018;-8.319511
AD0289;ADJ22;1604;160428;42.03005;-8.358376
AD0290;ADJ30;1604;;;
AD0291;ADJ33;1604;160415;42.02699;-8.404675
AD0292;ADJ34;1604;160415;42.03357;-8.410946
AD0293;ADJ35;1604;160415;42.02576;-8.405661
AD0294;ADJ41;1604;160415;42.02034;-8.403458
AD0295;ADJ42;1604;160415;;
AD0296;ADJ45;1604;;;
AD0297;ADJ46;1604;160415;42.030235;-8.409228
AD0298;ADJ48;1604;160436;42.068284;-8.517751
AD0299;ADJ50;1604;160415;42.0278;-8.403276
AD0300;ADJ52;1604;160415;42.02304;-8.40161
AD0301;ADJ53;1604;160415;41.99777;-8.407896
AD0302;ADJ55;1604;160415;42.027966;-8.402559
AD0303;ADJ56;1604;160415;42.027352;-8.403362
AD0304;ADJ57;1604;160415;42.02773;-8.401443
AD0305;ADJ59;1604;160415;42.03009;-8.407968
AD0306;ADJ62;1604;160415;;
AD0307;ADJ65;1604;;;
AD0308;ADJ66;1604;;;
AD0309;ADJ68;1604;160415;42.025119;-8.404935
AD0310;ADJ69;1604;160415;42.02892;-8.408132
AD0311;ADJ70;1604;160415;42.02898;-8.403828
AD0312;ADJ72;1604;160415;42.027583;-8.407858
AD0313;ADJ74;1604;160415;42.01334;-8.384087
AD0314;ADJ77;1604;160415;42.018796;-8.382341
AD0315;ADJ80;1604;160436;;
AD0316;ADJ86;1604;160415;42.01793;-8.391295
AD0317;ADJ88;1604;160415;42.00964;-8.381954
AD0318;ADJ93;1604;160415;42.01816;-8.387717
AD0319;ADJ94;1604;160415;42.01695;-8.389579
AD0320;ADJ96;1604;160415;42.01539;-8.385587
AD0321;ADJ98;1604;160415;42.01956;-8.384347
AD0322;ADL11;1604;160415;42.020644;-8.391328
AD0323;ADL12;1604;160415;42.031589;-8.393275
AD0324;ADL15;1604;160424;42.035957;-8.340279
AD0325;ADL18;1604;;;
AD0326;ADL21;1604;;;
AD0327;ADL24;1604;160415;;
AD0328;ADL25;1604;;;
AD0329;ADL26;1604;;;
AD0330;ADL30;1604;;;
AD0331;ADL31;1604;;;
AD0332;ADL40;1604;160415;42.027611;-8.390676
AD0333;ADL46;1604;160415;;
AD0334;ADL47;1604;160415;42.026601;-8.38817
AD0335;ADL54;1604;160415;42.005377;-8.39341
AD0336;ADL56;1604;;;
AD0337;ADL62;1604;;;
AD0338;ADL63;1604;160415;42.00527;-8.393725
AD0339;ADL64;1604;;;
AD0340;ADL68;1604;160415;42.005093;-8.391677
AD0341;ADL72;1604;160415;42.006821;-8.393113
AD0342;ADL73;1604;;;
AD0343;ADL77;1604;;;
AD0344;ADL81;1604;160415;41.99886;-8.40238
AD0345;ADL83;1604;;;
AD0346;ADL84;1604;160420;42.012194;-8.503557
AD0347;ADL92;1604;160415;;
AD0348;ADL97;1604;160415;;
AD0349;ADL99;1604;160424;42.02955;-8.309024
AD0350;ADM01;1604;160415;42.03354;-8.383765
AD0351;ADM03;1604;160415;42.03328;-8.387051
AD0352;ADM05;1604;;;
AD0353;ADM13;1604;160415;42.03366;-8.390174
AD0354;ADM15;1604;;;
AD0355;ADM19;1604;;;
AD0356;ADM24;1604;160415;42.038962;-8.396098
AD0357;ADM26;1604;;;
AD0358;ADM29;1604;;;
AD0359;ADM31;1604;160415;42.03498;-8.396726
AD0360;ADM35;1604;160415;42.03787;-8.405241
AD0361;ADM37;1604;160415;42.034387;-8.39603
AD0362;ADM40;1604;160415;42.00921;-8.398332
AD0363;ADM41;1604;160415;42.03327;-8.389375
AD0364;ADM48;1604;160415;42.02076;-8.396796
AD0365;ADM51;1604;160415;;
AD0366;ADM53;1604;160415;42.02225;-8.406736
AD0367;ADM55;1604;160415;42.017616;-8.397328
AD0368;ADM57;1604;160415;;
AD0369;ADM58;1604;;;
AD0370;ADM60;1604;;;
AD0371;ADM74;1604;160415;41.986638;-8.374493
AD0372;ADM76;1604;160415;41.98371;-8.377581
AD0373;ADM77;1604;160410;42.03359;-8.536053
AD0374;ADM78;1604;160415;41.986743;-8.374203
AD0375;ADM81;1604;;;
AD0376;ADM85;1604;160415;41.98613;-8.374402
AD0377;ADM86;1604;160415;41.98148;-8.376873
AD0378;ADM88;1604;;;
AD0379;ADM89;1604;160415;41.98332;-8.363898
AD0380;ADM90;1604;160415;41.9835;-8.364232
AD0381;ADM91;1604;;;
AD0382;ADM94;1604;160415;41.982899;-8.379776
AD0383;ADM98;1604;;;
AD0384;ADM99;1604;;;
AD0385;ADN01;1604;160415;42.001493;-8.372855
AD0386;ADN03;1604;;;
AD0387;ADN06;1604;160415;42.04136;-8.39239
AD0388;ADN07;1604;;;
AD0389;ADN09;1604;160415;42.00257;-8.370676
AD0390;ADN10;1604;160415;41.986035;-8.382911
AD0391;ADN11;1604;;;
AD0392;ADN14;1604;160427;42.043675;-8.389576
AD0393;ADN19;1604;160428;42.021598;-8.3698
AD0394;ADN20;1604;;;
AD0395;ADN23;1604;;;
AD0396;ADN24;1604;160415;41.998983;-8.369053
AD0397;ADN27;1604;160415;41.99899;-8.367583
AD0398;ADN30;1604;;;
AD0399;ADN32;1604;;;
AD0400;ADN36;1604;160415;42.02368;-8.409005
AD0401;ADN38;1604;160415;41.997964;-8.407619
AD0402;ADN41;1604;160415;42.037753;-8.393833
AD0403;ADN43;1604;;;
AD0404;ADN44;1604;160415;42.03576;-8.39547
AD0405;ADN45;1604;160415;42.013985;-8.390811
AD0406;ADN47;1604;;;
AD0407;ADN63;1604;;;
AD0408;ADN74;1604;;;
AD0409;ADN77;1604;160438;42.067338;-8.483933
AD0410;ADN85;1604;160438;42.066448;-8.472186
AD0411;ADN93;1604;160439;;
AD0412;ADO57;1604;160415;41.986081;-8.386412
AD0413;ADP16;1604;160424;;
AD0414;ADR01;1604;160420;42.01881;-8.505213
AD0415;ADR04;1604;160411;42.05459;-8.457514
AD0416;ADR08;1604;160420;;
AD0417;ADR10;1604;;;
AD0418;ADR31;1604;160420;42.018532;-8.501508
AD0419;ADR36;1604;;;
AD0420;ADR43;1604;160420;42.014626;-8.50462
AD0421;ADR69;1604;;;
AD0422;ADR76;1604;160420;42.02781;-8.515407
AD0423;ADR78;1604;;;
AD0424;ADR99;1604;160420;42.02163;-8.501733
AD0425;ADS10;1604;160420;42.02197;-8.49883
AD0426;ADS17;1604;160421;42.038184;-8.50249
AD0427;ADS18;1604;;;
AD0428;ADS59;1604;160423;41.998846;-8.480848
AD0429;ADS70;1604;160423;41.99095;-8.485633
AD0430;ADS72;1604;;;
AD0431;ADS80;1604;;;
AD0432;ADS86;1604;;;
AD0433;ADS90;1604;160422;42.03626;-8.379222
AD0434;ADS91;1604;160422;42.03578;-8.376919
AD0435;ADS98;1604;160422;42.043527;-8.370513
AD0436;ADT15;1604;160422;42.04278;-8.373668
AD0437;ADT22;1604;;;
AD0438;ADT32;1604;160422;;
AD0439;ADT34;1604;160422;42.04158;-8.367513
AD0440;ADT39;1604;160422;42.0416;-8.371498
AD0441;ADT43;1604;160422;;
AD0442;ADT45;1604;160422;42.03461;-8.376288
AD0443;ADT54;1604;160424;42.04849;-8.332788
AD0444;ADT57;1604;160424;42.0518;-8.338644
AD0445;ADT58;1604;160424;42.046667;-8.331843
AD0446;ADT60;1604;160424;42.04106;-8.339023
AD0447;ADT61;1604;160424;42.04293;-8.333915
AD0448;ADT63;1604;160424;42.04723;-8.335143
AD0449;ADT67;1604;160428;42.0165;-8.325278
AD0450;ADT71;1604;160424;42.05154;-8.337251
AD0451;ADT73;1604;;;
AD0452;ADT76;1604;160424;42.04739;-8.337801
AD0453;ADT77;1604;160424;42.04824;-8.3312
AD0454;ADT80;1604;;;
AD0455;ADT81;1604;160424;42.04779;-8.336455
AD0456;ADT86;1604;160424;42.051679;-8.336291
AD0457;ADT92;1604;160424;42.03938;-8.318381
AD0458;ADV00;1604;;;
AD0459;ADV02;1604;160439;42.03534;-8.465984
AD0460;ADV09;1604;;;
AD0461;ADV12;1604;160439;42.0346;-8.457351
AD0462;ADV14;1604;160439;42.02948;-8.459271
AD0463;ADV16;1604;;;
AD0464;ADV23;1604;;;
AD0465;ADV41;1604;160428;42.021676;-8.357163
AD0466;ADV54;1604;160418;42.019022;-8.47668
AD0467;ADV58;1604;160437;42.06852;-8.360837
AD0468;ADV65;1604;160427;;
AD0469;ADV71;1604;160427;42.04899;-8.383807
AD0470;ADV75;1604;160427;42.047286;-8.383741
AD0471;ADV76;1604;160427;;
AD0472;ADV79;1604;160427;42.05394;-8.387775
AD0473;ADV88;1604;160427;42.04325;-8.383722
AD0474;ADV90;1604;;;
AD0475;ADV92;1604;;;
AD0476;ADV96;1604;160422;42.029426;-8.381246
AD0477;ADV97;1604;;;
AD0478;ADV98;1604;;;
AD0479;ADW16;1604;;;
AD0480;ADW27;1604;160424;42.03856;-8.330674
AD0481;ADW28;1604;160424;42.03642;-8.335882
AD0482;ADW31;1604;160424;42.03705;-8.316945
AD0483;ADW39;1604;160428;42.02479;-8.363506
AD0484;ADW42;1604;160428;42.017887;-8.34754
AD0485;ADW57;1604;;;
AD0486;ADW66;1604;;;
AD0487;ADW67;1604;160424;42.02872;-8.308386
AD0488;ADW71;1604;160415;;
AD0489;ADW77;1604;160439;42.035296;-8.460145
AD0490;ADW79;1604;;;
AD0491;ADW80;1604;160439;42.03478;-8.459999
AD0492;ADW81;1604;160439;42.03353;-8.451854
AD0493;ADW83;1604;160439;;
AD0494;ADW85;1604;160439;42.03969;-8.455705
AD0495;ADW86;1604;;;
AD0496;ADW91;1604;160439;42.0348;-8.45351
AD0497;ADX05;1604;;;
AD0498;ADX11;1604;160428;42.023742;-8.352507
AD0499;ADX12;1604;160427;42.055843;-8.383157
AD0500;ADX13;1604;160427;42.044769;-8.389378
AD0501;ADX14;1604;160427;42.052499;-8.384625
AD0502;ADX15;1604;160427;42.043353;-8.391757
AD0503;ADX16;1604;160428;42.02588;-8.357502
AD0504;ADX18;1604;;;
AD0505;ADX21;1604;;;
AD0506;ADX22;1604;160428;42.027773;-8.352896
AD0507;ADX23;1604;;;
AD0508;ADX26;1604;;;
AD0509;ADX27;1604;160428;42.03208;-8.362694
AD0510;ADX29;1604;;;
AD0511;ADX30;1604;160428;;
AD0512;ADX40;1604;160428;42.02757;-8.360868
AD0513;ADX42;1604;160428;42.02556;-8.358431
AD0514;ADX48;1604;160428;42.03029;-8.360384
AD0515;ADX49;1604;160428;42.02777;-8.363233
AD0516;ADX50;1604;;;
AD0517;ADX63;1604;160428;42.027207;-8.359884
AD0518;ADX65;1604;160428;42.02736;-8.363284
AD0519;ADX66;1604;;;
AD0520;ADX67;1604;160405;42.002153;-8.493654
AD0521;ADX68;1604;160428;42.024009;-8.362327
AD0522;ADX69;1604;;;
AD0523;ADX72;1604;160415;;
AD0524;ADX74;1604;160428;42.028755;-8.363057
AD0525;ADX77;1604;;;
AD0526;ADX81;1604;160428;;
AD0527;ADX82;1604;160428;42.025377;-8.355649
AD0528;ADX90;1604;160424;42.0284;-8.308396
AD0529;ADX91;1604;160428;42.02063;-8.358754
AD0530;ADX93;1604;160428;42.02559;-8.353851
AD0531;ADX96;1604;160428;42.02256;-8.350766
AD0532;ADX97;1604;160428;42.024148;-8.353507
AD0533;ADY01;1604;160424;42.0314;-8.329741
AD0534;ADY12;1604;160427;42.042198;-8.383749
AD0535;ADY15;1604;160424;;
AD0536;ADY20;1604;160424;42.02788;-8.332407
AD0537;ADY22;1604;;;
AD0538;ADY36;1604;;;
AD0539;ADY41;1604;;;
AD0540;ADY44;1604;160424;42.02498;-8.338985
AD0541;ADY52;1604;160415;42.010571;-8.421974
AD0542;ADY60;1604;160415;;
AD0543;ADY61;1604;160424;42.03968;-8.32535
AD0544;ADY66;1604;160424;42.050984;-8.337777
AD0545;ADY70;1604;;;
AD0546;ADY71;1604;160415;42.02758;-8.402634
AD0547;ADY72;1604;;;
AD0548;ADY74;1604;160424;42.0252;-8.337884
AD0549;ADY78;1604;160415;42.0123;-8.385931
AD0550;ADY80;1604;160428;42.02585;-8.344684
AD0551;ADY89;1604;;;
AD0552;ADY90;1604;160424;42.02833;-8.338613
AD0553;ADY91;1604;;;
AD0554;ADY95;1604;160415;42.01713;-8.385148
AD0555;ADY98;1604;160415;42.029047;-8.410775
AD0556;ADZ00;1604;;;
AD0557;ADZ04;1604;160428;;
AD0558;ADZ06;1604;160428;42.026166;-8.352178
AD0559;ADZ07;1604;160428;42.03036;-8.364023
AD0560;ADZ09;1604;160428;42.018061;-8.347548
AD0561;ADZ10;1604;160428;;
AD0562;ADZ11;1604;;;
AD0563;ADZ22;1604;160428;;
AD0564;ADZ23;1604;;;
AD0565;ADZ25;1604;;;
AD0566;ADZ27;1604;160428;42.02025;-8.371234
AD0567;ADZ31;1604;160428;42.01981;-8.368817
AD0568;ADZ32;1604;160411;42.05773;-8.442401
AD0569;ADZ42;1604;160428;42.018997;-8.375156
AD0570;ADZ44;1604;160428;42.02302;-8.366775
AD0571;ADZ52;1604;;;
AD0572;ADZ57;1604;;;
AD0573;ADZ60;1604;160428;42.02133;-8.328326
AD0574;ADZ61;1604;160424;42.028116;-8.325742
AD0575;ADZ64;1604;;;
AD0576;ADZ72;1604;160428;42.018539;-8.348055
AD0577;ADZ74;1604;160428;42.01794;-8.347483
AD0578;ADZ77;1604;160415;42.003317;-8.391912
AD0579;ADZ78;1604;160428;;
AD0580;ADZ79;1604;160428;42.00898;-8.339108
AD0581;ADZ82;1604;;;
AD0582;ADZ90;1604;;;
AD0583;ADZ94;1604;160439;42.03342;-8.453091
AE0001;AE01A;1603;;;
AE0002;AE01B;1603;;;
AE0003;AE01E;1603;;;
AE0004;AE01G;1603;160319;42.02821;-8.158564
AE0005;AE01T;1603;160317;42.067515;-8.231024
AE0006;AE01Z;1603;;;
AE0007;AE03M;1603;160317;42.092676;-8.264473
AE0008;AE04M;1603;160323;42.10413;-8.256333
AE0009;AE0A0;1603;;;
AE0010;AE0AA;1603;160311;42.086843;-8.280198
AE0011;AE0AE;1603;160319;42.048322;-8.15429
AE0012;AE0AH;1603;160323;42.11852;-8.244543
AE0013;AE0C1;1603;;;
AE0014;AE0C2;1603;160322;42.10419;-8.261806
AE0015;AE0E6;1603;;;
AE0016;AE0E9;1603;160323;42.11312;-8.264862
AE0017;AE0F4;1603;160305;42.13061;-8.202987
AE0018;AE16M;1603;160319;41.94963;-8.18542
AE0019;AE18L;1603;160321;42.04135;-8.266091
AE0020;AE1A1;1603;160321;42.04501;-8.259425
AE0021;AE1AC;1603;160319;41.94888;-8.188345
AE0022;AE1AL;1603;160323;42.118357;-8.245874
AE0023;AE1B4;1603;160308;41.997719;-8.287534
AE0024;AE1B5;1603;160308;;
AE0025;AE2E7;1603;160322;42.113358;-8.285213
AE0026;AE31L;1603;160319;41.952419;-8.187272
AE0027;AE35L;1603;160323;42.11673;-8.247375
AE0028;AE38L;1603;160321;42.045294;-8.270422
AE0029;AE3AE;1603;160305;42.126366;-8.202903
AE0030;AE3AF;1603;160321;42.043034;-8.261753
AE0031;AE3AG;1603;160323;42.114016;-8.238736
AE0032;AE3AH;1603;160319;42.024777;-8.12843
AE0033;AE3B2;1603;160321;42.03903;-8.271252
AE0034;AE3B3;1603;160307;42.07575;-8.19197
AE0035;AE3D1;1603;160321;42.04039;-8.246389
AE0036;AE4A3;1603;160317;42.09218;-8.261669
AE0037;AE4AJ;1603;160317;42.099758;-8.260336
AE0038;AE4C5;1603;160321;42.05718;-8.241399
AE0039;AE56L;1603;160319;41.986205;-8.157017
AE0040;AE58L;1603;160311;42.085445;-8.277014
AE0041;AE5A2;1603;160321;42.038951;-8.27117
AE0042;AE5AD;1603;160321;42.04315;-8.265127
AE0043;AE5AF;1603;160321;42.04363;-8.264011
AE0044;AE5AM;1603;160307;42.109626;-8.18967
AE0045;AE5C6;1603;160308;42.04484;-8.296401
AE0046;AE5D4;1603;160311;42.1048;-8.297995
AE0047;AE65L;1603;;;
AE0048;AE68L;1603;160321;42.035182;-8.269718
AE0049;AE6A3;1603;;;
AE0050;AE6AC;1603;160308;42.04065;-8.296558
AE0051;AE6AH;1603;160319;42.05566;-8.195434
AE0052;AE6B4;1603;160308;42.044535;-8.291506
AE0053;AE7A2;1604;160424;42.03185;-8.343616
AE0054;AE7A3;1603;160305;42.12685;-8.203328
AE0055;AE7A5;1603;160321;42.044893;-8.265626
AE0056;AE7A8;1603;160319;42.02611;-8.124255
AE0057;AE7AH;1603;160319;41.95278;-8.187581
AE0058;AE7B2;1603;;;
AE0059;AE7B3;1603;160308;41.994661;-8.286216
AE0060;AE7B7;1603;160317;;
AE0061;AE7C7;1603;160319;42.029745;-8.158851
AE0062;AE7E6;1603;;;
AE0063;AE7F6;1603;160319;41.95307;-8.188899
AE0064;AE7F7;1603;160311;42.09544;-8.276339
AE0065;AE85L;1603;160320;42.128403;-8.21931
AE0066;AE87L;1603;160321;42.045964;-8.261848
AE0067;AE88L;1603;160319;42.065583;-8.147791
AE0068;AE8A0;1603;;;
AE0069;AE8AE;1603;160319;42.031225;-8.135081
AE0070;AE8B3;1603;160308;42.04481;-8.294796
AE0071;AE8D9;1603;;;
AE0072;AE8E1;1603;160319;42.033573;-8.127246
AE0073;AE93L;1603;160305;42.15126;-8.196005
AE0074;AE9A0;1603;160304;42.057877;-8.277135
AE0075;AE9AB;1603;160308;42.00209;-8.289184
AE0076;AE9AE;1603;160319;41.9885;-8.170735
AE0077;AE9C8;1603;160321;42.05063;-8.235985
AE0078;AE9E9;1603;160319;42.054541;-8.138828
AE0079;AE9F2;1603;;;
AE0080;AEA09;1603;160301;42.09519;-8.317586
AE0081;AEA14;1603;160301;42.096039;-8.310981
AE0082;AEA16;1603;;;
AE0083;AEA42;1603;160301;42.09668;-8.316841
AE0084;AEA47;1603;;;
AE0085;AEA54;1603;160301;42.09469;-8.317098
AE0086;AEA60;1603;160319;42.022872;-8.123829
AE0087;AEA63;1603;;;
AE0088;AEA64;1603;;;
AE0089;AEA71;1603;160319;42.02399;-8.14125
AE0090;AEA72;1603;;;
AE0091;AEA74;1603;160319;42.032486;-8.135672
AE0092;AEA90;1603;160319;42.03371;-8.126872
AE0093;AEA91;1603;160319;42.01016;-8.172236
AE0094;AEA93;1603;160319;41.952119;-8.186305
AE0095;AEA96;1603;160319;41.95274;-8.185761
AE0096;AEA98;1603;160319;;
AE0097;AEA99;1603;;;
AE0098;AEB01;1603;160319;41.98638;-8.156886
AE0099;AEB02;1603;160319;42.05591;-8.14127
AE0100;AEB06;1603;160319;42.037834;-8.14537
AE0101;AEB19;1603;160319;41.9531;-8.189206
AE0102;AEB21;1603;;;
AE0103;AEB22;1603;160319;42.02164;-8.146749
AE0104;AEB26;1603;;;
AE0105;AEB29;1603;160319;42.052363;-8.150157
AE0106;AEB36;1603;160319;42.02705;-8.131283
AE0107;AEB38;1603;160319;42.05477;-8.139632
AE0108;AEB41;1603;;;
AE0109;AEB42;1603;160319;41.97032;-8.182477
AE0110;AEB43;1603;;;
AE0111;AEB44;1603;160319;42.054673;-8.137292
AE0112;AEB45;1603;160319;42.021715;-8.121548
AE0113;AEB49;1603;160319;41.9531;-8.189046
AE0114;AEB52;1603;160319;41.94878;-8.188669
AE0115;AEB54;1603;;;
AE0116;AEB57;1603;160319;42.02405;-8.141415
AE0117;AEB58;1603;160319;42.02415;-8.128428
AE0118;AEB61;1603;;;
AE0119;AEB69;1603;;;
